UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10007780,SOAS University of London,England,London,2018/19,Unrestricted reserves as a % of total income,0.335
10007780,SOAS University of London,England,London,2018/19,External borrowing as a % of total income,0.175
10007780,SOAS University of London,England,London,2018/19,Days ratio of total net assets to total expenditure,262.0
10007780,SOAS University of London,England,London,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,310.0
10007780,SOAS University of London,England,London,2018/19,Ratio of current assets to current liabilities,0.6
10007780,SOAS University of London,England,London,2018/19,Net cash inflow from operating activities as a % of total income,-0.037000000000000005
10007780,SOAS University of London,England,London,2018/19,Net liquidity days,47.0
10007780,SOAS University of London,England,London,2018/19,Net liquidity days excl. pension adjustment,56.0
10005700,SRUC,Scotland,Scotland,2018/19,Surplus/(deficit) as a % of total income,-0.004
10005700,SRUC,Scotland,Scotland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.004
10005700,SRUC,Scotland,Scotland,2018/19,Staff costs as a % of total income,0.5539999999999999
10005700,SRUC,Scotland,Scotland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.5539999999999999
10005700,SRUC,Scotland,Scotland,2018/19,Premises costs as a % of total costs,0.065
10005700,SRUC,Scotland,Scotland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.065
10005700,SRUC,Scotland,Scotland,2018/19,Unrestricted reserves as a % of total income,0.021
10005700,SRUC,Scotland,Scotland,2018/19,External borrowing as a % of total income,0.064
10005700,SRUC,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure,31.0
10005700,SRUC,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,31.0
10005700,SRUC,Scotland,Scotland,2018/19,Ratio of current assets to current liabilities,1.7
10005700,SRUC,Scotland,Scotland,2018/19,Net cash inflow from operating activities as a % of total income,0.067
10005700,SRUC,Scotland,Scotland,2018/19,Net liquidity days,97.0
10005700,SRUC,Scotland,Scotland,2018/19,Net liquidity days excl. pension adjustment,97.0
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Surplus/(deficit) as a % of total income,-0.061
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.011000000000000001
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Staff costs as a % of total income,0.687
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Staff costs excl. pension adjustment as a % of total income,0.636
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Premises costs as a % of total costs,0.034
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.035
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Unrestricted reserves as a % of total income,0.47700000000000004
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,External borrowing as a % of total income,0.225
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Days ratio of total net assets to total expenditure,164.0
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,172.0
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Ratio of current assets to current liabilities,2.8
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Net cash inflow from operating activities as a % of total income,0.069
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Net liquidity days,157.0
10005790,Sheffield Hallam University,England,Yorkshire and The Humber,2018/19,Net liquidity days excl. pension adjustment,166.0
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Surplus/(deficit) as a % of total income,-0.14400000000000002
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.038
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Staff costs as a % of total income,0.679
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Staff costs excl. pension adjustment as a % of total income,0.49700000000000005
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Premises costs as a % of total costs,0.033
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.039
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Unrestricted reserves as a % of total income,1.368
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,External borrowing as a % of total income,0.24600000000000002
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Days ratio of total net assets to total expenditure,458.0
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,545.0
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Ratio of current assets to current liabilities,1.1
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Net cash inflow from operating activities as a % of total income,0.14300000000000002
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Net liquidity days,66.0
10007157,The University of Sheffield,England,Yorkshire and The Humber,2018/19,Net liquidity days excl. pension adjustment,80.0
10007158,The University of Southampton,England,South East,2018/19,Surplus/(deficit) as a % of total income,-0.12
10007158,The University of Southampton,England,South East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.054000000000000006
10007158,The University of Southampton,England,South East,2018/19,Staff costs as a % of total income,0.6990000000000001
10007158,The University of Southampton,England,South East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.524
10007158,The University of Southampton,England,South East,2018/19,Premises costs as a % of total costs,0.043
10007158,The University of Southampton,England,South East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.051
10007158,The University of Southampton,England,South East,2018/19,Unrestricted reserves as a % of total income,0.741
10007158,The University of Southampton,England,South East,2018/19,External borrowing as a % of total income,0.708
10007158,The University of Southampton,England,South East,2018/19,Days ratio of total net assets to total expenditure,252.0
10007158,The University of Southampton,England,South East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,298.0
10007158,The University of Southampton,England,South East,2018/19,Ratio of current assets to current liabilities,3.5
10007158,The University of Southampton,England,South East,2018/19,Net cash inflow from operating activities as a % of total income,0.115
10007158,The University of Southampton,England,South East,2018/19,Net liquidity days,285.0
10007158,The University of Southampton,England,South East,2018/19,Net liquidity days excl. pension adjustment,341.0
10006022,Southampton Solent University,England,South East,2018/19,Surplus/(deficit) as a % of total income,0.011000000000000001
10006022,Southampton Solent University,England,South East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.053
10006022,Southampton Solent University,England,South East,2018/19,Staff costs as a % of total income,0.5710000000000001
10006022,Southampton Solent University,England,South East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.529
10006022,Southampton Solent University,England,South East,2018/19,Premises costs as a % of total costs,0.065
10006022,Southampton Solent University,England,South East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.068
10006022,Southampton Solent University,England,South East,2018/19,Unrestricted reserves as a % of total income,0.723
10006022,Southampton Solent University,England,South East,2018/19,External borrowing as a % of total income,0.369
10006022,Southampton Solent University,England,South East,2018/19,Days ratio of total net assets to total expenditure,270.0
10006022,Southampton Solent University,England,South East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,282.0
10006022,Southampton Solent University,England,South East,2018/19,Ratio of current assets to current liabilities,1.4
10006022,Southampton Solent University,England,South East,2018/19,Net cash inflow from operating activities as a % of total income,0.109
10006022,Southampton Solent University,England,South East,2018/19,Net liquidity days,73.0
10006022,Southampton Solent University,England,South East,2018/19,Net liquidity days excl. pension adjustment,76.0
10006299,University of Staffordshire,England,West Midlands,2018/19,Surplus/(deficit) as a % of total income,0.085
10006299,University of Staffordshire,England,West Midlands,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.054000000000000006
10006299,University of Staffordshire,England,West Midlands,2018/19,Staff costs as a % of total income,0.48
10006299,University of Staffordshire,England,West Midlands,2018/19,Staff costs excl. pension adjustment as a % of total income,0.512
10006299,University of Staffordshire,England,West Midlands,2018/19,Premises costs as a % of total costs,0.05
10006299,University of Staffordshire,England,West Midlands,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.048
10006299,University of Staffordshire,England,West Midlands,2018/19,Unrestricted reserves as a % of total income,0.466
10006299,University of Staffordshire,England,West Midlands,2018/19,External borrowing as a % of total income,0.337
10006299,University of Staffordshire,England,West Midlands,2018/19,Days ratio of total net assets to total expenditure,201.0
10006299,University of Staffordshire,England,West Midlands,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,195.0
10006299,University of Staffordshire,England,West Midlands,2018/19,Ratio of current assets to current liabilities,3.1
10006299,University of Staffordshire,England,West Midlands,2018/19,Net cash inflow from operating activities as a % of total income,0.146
10006299,University of Staffordshire,England,West Midlands,2018/19,Net liquidity days,260.0
10006299,University of Staffordshire,England,West Midlands,2018/19,Net liquidity days excl. pension adjustment,251.0
10007804,The University of Stirling,Scotland,Scotland,2018/19,Surplus/(deficit) as a % of total income,-0.253
10007804,The University of Stirling,Scotland,Scotland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.023
10007804,The University of Stirling,Scotland,Scotland,2018/19,Staff costs as a % of total income,0.841
10007804,The University of Stirling,Scotland,Scotland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.61
10007804,The University of Stirling,Scotland,Scotland,2018/19,Premises costs as a % of total costs,0.026000000000000002
10007804,The University of Stirling,Scotland,Scotland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.032
10007804,The University of Stirling,Scotland,Scotland,2018/19,Unrestricted reserves as a % of total income,1.001
10007804,The University of Stirling,Scotland,Scotland,2018/19,External borrowing as a % of total income,0.634
10007804,The University of Stirling,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure,302.0
10007804,The University of Stirling,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,370.0
10007804,The University of Stirling,Scotland,Scotland,2018/19,Ratio of current assets to current liabilities,2.5
10007804,The University of Stirling,Scotland,Scotland,2018/19,Net cash inflow from operating activities as a % of total income,0.052000000000000005
10007804,The University of Stirling,Scotland,Scotland,2018/19,Net liquidity days,126.0
10007804,The University of Stirling,Scotland,Scotland,2018/19,Net liquidity days excl. pension adjustment,157.0
10037449,University of St Mark and St John,England,South West,2018/19,Surplus/(deficit) as a % of total income,0.023
10037449,University of St Mark and St John,England,South West,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.048
10037449,University of St Mark and St John,England,South West,2018/19,Staff costs as a % of total income,0.408
10037449,University of St Mark and St John,England,South West,2018/19,Staff costs excl. pension adjustment as a % of total income,0.382
10037449,University of St Mark and St John,England,South West,2018/19,Premises costs as a % of total costs,0.040999999999999995
10037449,University of St Mark and St John,England,South West,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.043
10037449,University of St Mark and St John,England,South West,2018/19,Unrestricted reserves as a % of total income,0.845
10037449,University of St Mark and St John,England,South West,2018/19,External borrowing as a % of total income,0.35200000000000004
10037449,University of St Mark and St John,England,South West,2018/19,Days ratio of total net assets to total expenditure,315.0
10037449,University of St Mark and St John,England,South West,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,324.0
10037449,University of St Mark and St John,England,South West,2018/19,Ratio of current assets to current liabilities,2.7
10037449,University of St Mark and St John,England,South West,2018/19,Net cash inflow from operating activities as a % of total income,0.10400000000000001
10037449,University of St Mark and St John,England,South West,2018/19,Net liquidity days,103.0
10037449,University of St Mark and St John,England,South West,2018/19,Net liquidity days excl. pension adjustment,106.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Surplus/(deficit) as a % of total income,-0.037000000000000005
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.022000000000000002
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Staff costs as a % of total income,0.657
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.598
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Premises costs as a % of total costs,0.10099999999999999
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.107
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Unrestricted reserves as a % of total income,-0.031
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,External borrowing as a % of total income,0.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Days ratio of total net assets to total expenditure,-11.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,-12.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Ratio of current assets to current liabilities,2.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Net cash inflow from operating activities as a % of total income,0.028999999999999998
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Net liquidity days,132.0
10008010,Stranmillis University College,Northern Ireland,Northern Ireland,2018/19,Net liquidity days excl. pension adjustment,141.0
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Surplus/(deficit) as a % of total income,-0.204
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.019
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Staff costs as a % of total income,0.778
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.556
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Premises costs as a % of total costs,0.047
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.057
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Unrestricted reserves as a % of total income,0.7929999999999999
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,External borrowing as a % of total income,0.281
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure,275.0
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,337.0
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Ratio of current assets to current liabilities,1.6
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Net cash inflow from operating activities as a % of total income,0.099
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Net liquidity days,112.0
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,Net liquidity days excl. pension adjustment,141.0
10014001,University of Suffolk,England,East of England,2018/19,Surplus/(deficit) as a % of total income,-0.044000000000000004
10014001,University of Suffolk,England,East of England,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.10400000000000001
10014001,University of Suffolk,England,East of England,2018/19,Staff costs as a % of total income,0.519
10014001,University of Suffolk,England,East of England,2018/19,Staff costs excl. pension adjustment as a % of total income,0.371
10014001,University of Suffolk,England,East of England,2018/19,Premises costs as a % of total costs,0.043
10014001,University of Suffolk,England,East of England,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.05
10014001,University of Suffolk,England,East of England,2018/19,Unrestricted reserves as a % of total income,0.162
10014001,University of Suffolk,England,East of England,2018/19,External borrowing as a % of total income,0.317
10014001,University of Suffolk,England,East of England,2018/19,Days ratio of total net assets to total expenditure,58.0
10014001,University of Suffolk,England,East of England,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,67.0
10014001,University of Suffolk,England,East of England,2018/19,Ratio of current assets to current liabilities,1.3
10014001,University of Suffolk,England,East of England,2018/19,Net cash inflow from operating activities as a % of total income,0.165
10014001,University of Suffolk,England,East of England,2018/19,Net liquidity days,96.0
10014001,University of Suffolk,England,East of England,2018/19,Net liquidity days excl. pension adjustment,113.0
10007159,The University of Sunderland,England,North East,2018/19,Surplus/(deficit) as a % of total income,-0.06
10007159,The University of Sunderland,England,North East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.018000000000000002
10007159,The University of Sunderland,England,North East,2018/19,Staff costs as a % of total income,0.575
10007159,The University of Sunderland,England,North East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.49700000000000005
10007159,The University of Sunderland,England,North East,2018/19,Premises costs as a % of total costs,0.036000000000000004
10007159,The University of Sunderland,England,North East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.038
10007159,The University of Sunderland,England,North East,2018/19,Unrestricted reserves as a % of total income,0.23199999999999998
10007159,The University of Sunderland,England,North East,2018/19,External borrowing as a % of total income,0.29100000000000004
10007159,The University of Sunderland,England,North East,2018/19,Days ratio of total net assets to total expenditure,88.0
10007159,The University of Sunderland,England,North East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,95.0
10007159,The University of Sunderland,England,North East,2018/19,Ratio of current assets to current liabilities,0.9
10007159,The University of Sunderland,England,North East,2018/19,Net cash inflow from operating activities as a % of total income,0.107
10007159,The University of Sunderland,England,North East,2018/19,Net liquidity days,41.0
10007159,The University of Sunderland,England,North East,2018/19,Net liquidity days excl. pension adjustment,44.0
10007160,The University of Surrey,England,South East,2018/19,Surplus/(deficit) as a % of total income,-0.175
10007160,The University of Surrey,England,South East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.006
10007160,The University of Surrey,England,South East,2018/19,Staff costs as a % of total income,0.695
10007160,The University of Surrey,England,South East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.514
10007160,The University of Surrey,England,South East,2018/19,Premises costs as a % of total costs,0.035
10007160,The University of Surrey,England,South East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.040999999999999995
10007160,The University of Surrey,England,South East,2018/19,Unrestricted reserves as a % of total income,1.3630000000000002
10007160,The University of Surrey,England,South East,2018/19,External borrowing as a % of total income,0.95
10007160,The University of Surrey,England,South East,2018/19,Days ratio of total net assets to total expenditure,427.0
10007160,The University of Surrey,England,South East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,505.0
10007160,The University of Surrey,England,South East,2018/19,Ratio of current assets to current liabilities,1.0
10007160,The University of Surrey,England,South East,2018/19,Net cash inflow from operating activities as a % of total income,0.096
10007160,The University of Surrey,England,South East,2018/19,Net liquidity days,89.0
10007160,The University of Surrey,England,South East,2018/19,Net liquidity days excl. pension adjustment,107.0
10007806,The University of Sussex,England,South East,2018/19,Surplus/(deficit) as a % of total income,-0.063
10007806,The University of Sussex,England,South East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.07200000000000001
10007806,The University of Sussex,England,South East,2018/19,Staff costs as a % of total income,0.621
10007806,The University of Sussex,England,South East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.486
10007806,The University of Sussex,England,South East,2018/19,Premises costs as a % of total costs,0.035
10007806,The University of Sussex,England,South East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.04
10007806,The University of Sussex,England,South East,2018/19,Unrestricted reserves as a % of total income,1.037
10007806,The University of Sussex,England,South East,2018/19,External borrowing as a % of total income,0.595
10007806,The University of Sussex,England,South East,2018/19,Days ratio of total net assets to total expenditure,371.0
10007806,The University of Sussex,England,South East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,425.0
10007806,The University of Sussex,England,South East,2018/19,Ratio of current assets to current liabilities,3.6
10007806,The University of Sussex,England,South East,2018/19,Net cash inflow from operating activities as a % of total income,0.134
10007806,The University of Sussex,England,South East,2018/19,Net liquidity days,256.0
10007806,The University of Sussex,England,South East,2018/19,Net liquidity days excl. pension adjustment,296.0
10007855,Swansea University,Wales,Wales,2018/19,Surplus/(deficit) as a % of total income,-0.121
10007855,Swansea University,Wales,Wales,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.121
10007855,Swansea University,Wales,Wales,2018/19,Staff costs as a % of total income,0.6659999999999999
10007855,Swansea University,Wales,Wales,2018/19,Staff costs excl. pension adjustment as a % of total income,0.6659999999999999
10007855,Swansea University,Wales,Wales,2018/19,Premises costs as a % of total costs,0.047
10007855,Swansea University,Wales,Wales,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.047
10007855,Swansea University,Wales,Wales,2018/19,Unrestricted reserves as a % of total income,0.43
10007855,Swansea University,Wales,Wales,2018/19,External borrowing as a % of total income,0.6859999999999999
10007855,Swansea University,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure,146.0
10007855,Swansea University,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,146.0
10007855,Swansea University,Wales,Wales,2018/19,Ratio of current assets to current liabilities,0.8
10007855,Swansea University,Wales,Wales,2018/19,Net cash inflow from operating activities as a % of total income,-0.053
10007855,Swansea University,Wales,Wales,2018/19,Net liquidity days,90.0
10007855,Swansea University,Wales,Wales,2018/19,Net liquidity days excl. pension adjustment,90.0
10007161,Teesside University,England,North East,2018/19,Surplus/(deficit) as a % of total income,0.023
10007161,Teesside University,England,North East,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.027999999999999997
10007161,Teesside University,England,North East,2018/19,Staff costs as a % of total income,0.623
10007161,Teesside University,England,North East,2018/19,Staff costs excl. pension adjustment as a % of total income,0.617
10007161,Teesside University,England,North East,2018/19,Premises costs as a % of total costs,0.039
10007161,Teesside University,England,North East,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.039
10007161,Teesside University,England,North East,2018/19,Unrestricted reserves as a % of total income,0.867
10007161,Teesside University,England,North East,2018/19,External borrowing as a % of total income,0.004
10007161,Teesside University,England,North East,2018/19,Days ratio of total net assets to total expenditure,324.0
10007161,Teesside University,England,North East,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,326.0
10007161,Teesside University,England,North East,2018/19,Ratio of current assets to current liabilities,1.7
10007161,Teesside University,England,North East,2018/19,Net cash inflow from operating activities as a % of total income,0.12
10007161,Teesside University,England,North East,2018/19,Net liquidity days,121.0
10007161,Teesside University,England,North East,2018/19,Net liquidity days excl. pension adjustment,122.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Surplus/(deficit) as a % of total income,-0.092
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.028999999999999998
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Staff costs as a % of total income,0.6779999999999999
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Staff costs excl. pension adjustment as a % of total income,0.557
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Premises costs as a % of total costs,0.062
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.07
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Unrestricted reserves as a % of total income,0.528
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,External borrowing as a % of total income,0.027999999999999997
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Days ratio of total net assets to total expenditure,298.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,335.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Ratio of current assets to current liabilities,0.8
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Net cash inflow from operating activities as a % of total income,0.063
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Net liquidity days,45.0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,2018/19,Net liquidity days excl. pension adjustment,51.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Surplus/(deficit) as a % of total income,-0.135
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.052000000000000005
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Staff costs as a % of total income,0.64
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Staff costs excl. pension adjustment as a % of total income,0.557
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Premises costs as a % of total costs,0.052000000000000005
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.055999999999999994
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Unrestricted reserves as a % of total income,0.495
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,External borrowing as a % of total income,0.29
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure,177.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,191.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Ratio of current assets to current liabilities,1.1
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Net cash inflow from operating activities as a % of total income,0.016
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Net liquidity days,46.0
10007858,University of Wales Trinity Saint David,Wales,Wales,2018/19,Net liquidity days excl. pension adjustment,50.0
10068157,University Centre Peterborough,England,East of England,2018/19,Surplus/(deficit) as a % of total income,-0.008
10068157,University Centre Peterborough,England,East of England,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.008
10068157,University Centre Peterborough,England,East of England,2018/19,Staff costs as a % of total income,0.475
10068157,University Centre Peterborough,England,East of England,2018/19,Staff costs excl. pension adjustment as a % of total income,0.475
10068157,University Centre Peterborough,England,East of England,2018/19,Premises costs as a % of total costs,0.043
10068157,University Centre Peterborough,England,East of England,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.043
10068157,University Centre Peterborough,England,East of England,2018/19,Unrestricted reserves as a % of total income,0.024
10068157,University Centre Peterborough,England,East of England,2018/19,External borrowing as a % of total income,0.0
10068157,University Centre Peterborough,England,East of England,2018/19,Days ratio of total net assets to total expenditure,9.0
10068157,University Centre Peterborough,England,East of England,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,9.0
10068157,University Centre Peterborough,England,East of England,2018/19,Ratio of current assets to current liabilities,1.0
10068157,University Centre Peterborough,England,East of England,2018/19,Net cash inflow from operating activities as a % of total income,0.128
10068157,University Centre Peterborough,England,East of England,2018/19,Net liquidity days,93.0
10068157,University Centre Peterborough,England,East of England,2018/19,Net liquidity days excl. pension adjustment,93.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Surplus/(deficit) as a % of total income,-0.011000000000000001
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.038
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Staff costs as a % of total income,0.139
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.08900000000000001
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Premises costs as a % of total costs,0.015
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.016
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Unrestricted reserves as a % of total income,-0.045
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,External borrowing as a % of total income,0.426
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure,-10.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,-11.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Ratio of current assets to current liabilities,1.4
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Net cash inflow from operating activities as a % of total income,0.068
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Net liquidity days,65.0
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Net liquidity days excl. pension adjustment,69.0
